SET
line_id,line_start_date,line_end_date,radius_username,jbill_so_value,oss_so_value
23984,2011-11-07,,3124379023@uscc.net,SO-4036,SO-04036
23991,2011-11-08,,3123887190@uscc.net,SO-4034,SO-04034
23992,2011-11-08,,3123888395@uscc.net,SO-4034,SO-04034
23993,2011-11-08,,3124374963@uscc.net,SO-4034,SO-04034
23994,2011-11-08,,9172721425@tsp18.sprintpcs.com,SO-4044,SO-04044
23995,2011-11-08,,9172611486@tsp17.sprintpcs.com,SO-4044,SO-04044
23997,2011-11-08,,9172611375@tsp17.sprintpcs.com,SO-4045,SO-04045
23998,2011-11-08,,9172611368@tsp17.sprintpcs.com,SO-4045,SO-04045
24006,2011-11-08,,9172430661@tsp17.sprintpcs.com,SO-4049B,SO-04049
24009,2011-11-08,,9172664124@tsp18.sprintpcs.com,SO-4049B,SO-04049
24030,2011-11-09,,3124379081@uscc.net,SO-4053C,SO-04053
24033,2011-11-09,,3124378289@uscc.net,SO-4053C,SO-04053
24036,2011-11-09,,3123886356@uscc.net,SO-4053C,SO-04053
24037,2011-11-09,,3129963177@uscc.net,SO-4053C,SO-04053
24038,2011-11-09,,3129961819@uscc.net,SO-4053C,SO-04053
24043,2011-11-09,,9174507554@tsp18.sprintpcs.com,SO-4055G,SO-04055
24045,2011-11-09,,9174492935@tsp17.sprintpcs.com,SO-4055G,SO-04055
24046,2011-11-09,,9174501961@tsp17.sprintpcs.com,SO-4055G,SO-04055
24048,2011-11-09,,9174507298@tsp17.sprintpcs.com,SO-4055G,SO-04055
24052,2011-11-09,,9174821653@tsp17.sprintpcs.com,SO-4055G,SO-04055
24053,2011-11-09,,9174821696@tsp17.sprintpcs.com,SO-4055G,SO-04055
24058,2011-11-09,,9174821671@tsp18.sprintpcs.com,SO-4055G,SO-04055
24062,2011-11-09,,9174070877@tsp18.sprintpcs.com,SO-4055G,SO-04055
24064,2011-11-09,,9174052878@tsp17.sprintpcs.com,SO-4055G,SO-04055
24065,2011-11-10,,9172721464@tsp18.sprintpcs.com,SO-4060,SO-04060
24066,2011-11-10,,9172430949@tsp17.sprintpcs.com,SO-4060,SO-04060
24070,2011-11-10,,9172430690@tsp17.sprintpcs.com,SO-4063A,SO-04063
24075,2011-11-13,,9174821080@tsp17.sprintpcs.com,SO-4065,SO-04065
24080,2011-11-14,,3122172658@uscc.net,SO-4070,SO-04070
24081,2011-11-14,,9174821096@tsp18.sprintpcs.com,SO-4071,SO-04071
24087,2011-11-14,,9174490796@tsp18.sprintpcs.com,SO-4077K,SO-04077
24089,2011-11-14,,9174491546@tsp17.sprintpcs.com,SO-4077K,SO-04077
24100,2011-11-14,,9174491076@tsp18.sprintpcs.com,SO-4077K,SO-04077
24101,2011-11-14,,9174491191@tsp18.sprintpcs.com,SO-4077K,SO-04077
24102,2011-11-14,,9173421755@tsp18.sprintpcs.com,SO-4077K,SO-04077
24133,2011-11-14,,9172664995@tsp17.sprintpcs.com,SO-4079,SO-04079
24134,2011-11-14,,9172664997@tsp18.sprintpcs.com,SO-4079,SO-04079
24135,2011-11-14,,9172664993@tsp18.sprintpcs.com,SO-4079,SO-04079
24136,2011-11-14,,9174826475@tsp17.sprintpcs.com,SO-4078,SO-04078
24137,2011-11-14,,9174821044@tsp18.sprintpcs.com,SO-4080,SO-04080
24138,2011-11-14,,9174509778@tsp17.sprintpcs.com,SO-4080,SO-04080
24139,2011-11-15,,9174821122@tsp17.sprintpcs.com,SO-4083A,SO-04083
24142,2011-11-15,,3129962889@uscc.net,SO-4084A,SO-04084
24146,2011-11-15,,3129961685@uscc.net,SO-4084A,SO-04084
24149,2011-11-16,,3129961667@uscc.net,SO-4086,SO-04086

24150,2011-11-16,,9172667146@tsp18.sprintpcs.com,SO-4085,SO-04085
24152,2011-11-16,,9174821163@tsp18.sprintpcs.com,SO-4087A,SO-04087
24153,2011-11-16,,3129963178@uscc.net,SO-4088,SO-04088
24175,2011-11-16,,9172667253@tsp18.sprintpcs.com,SO-4093,SO-04093
24176,2011-11-16,,9172667385@tsp18.sprintpcs.com,SO-4095B,SO-04095
24179,2011-11-16,,9172611034@tsp17.sprintpcs.com,SO-4095B,SO-04095
24181,2011-11-16,,9172430697@tsp18.sprintpcs.com,SO-4096,SO-04096
24182,2011-11-16,,9172664552@tsp17.sprintpcs.com,SO-4096,SO-04096
24183,2011-11-16,,9172430700@tsp18.sprintpcs.com,SO-4096,SO-04096
24184,2011-11-16,,9172667007@tsp17.sprintpcs.com,SO-4097,SO-04097
24185,2011-11-17,,9172667198@tsp17.sprintpcs.com,SO-4098,SO-04098
24188,2011-11-17,,3124378499@uscc.net,SO-4102,SO-04102
24189,2011-11-17,,3124378434@uscc.net,SO-4102,SO-04102
24190,2011-11-17,,9174079589@tsp17.sprintpcs.com,SO-4103,SO-04103
24191,2011-11-17,,9174501109@tsp17.sprintpcs.com,SO-4103,SO-04103
24197,2011-11-20,,9174070591@tsp17.sprintpcs.com,SO-4115,SO-04115
24204,2011-11-20,,9174827558@tsp18.sprintpcs.com,SO-4118D,SO-04118
24205,2011-11-20,,9172438630@tsp17.sprintpcs.com,SO-4118D,SO-04118
24209,2011-11-20,,3129961581@uscc.net,SO-4119,SO-04119
24237,2011-11-21,,9174058614@tsp17.sprintpcs.com,SO-4125,SO-04125
24238,2011-11-21,,9174058995@tsp18.sprintpcs.com,SO-4125,SO-04125
24239,2011-11-21,,9174066640@tsp17.sprintpcs.com,SO-4125,SO-04125
24240,2011-11-21,,9174490240@tsp17.sprintpcs.com,SO-4124,SO-04124
24241,2011-11-21,,9174490647@tsp17.sprintpcs.com,SO-4124,SO-04124
24265,2011-11-22,,9172664550@tsp18.sprintpcs.com,SO-4127,SO-04127
24269,2011-11-22,,9174827399@tsp17.sprintpcs.com,SO-4131,SO-04131
24270,2011-11-22,,9173221878@tsp17.sprintpcs.com,SO-4131,SO-04131
24271,2011-11-27,,9174827504@tsp17.sprintpcs.com,SO-4133B,SO-04133
24275,2011-11-27,,9174827432@tsp18.sprintpcs.com,SO-4133B,SO-04133
24280,2011-11-27,,4044166201@vzw3g.com,SO-4137A,SO-04137
24281,2011-11-27,,4044162906@vzw3g.com,SO-4137A,SO-04137
24286,2011-11-27,,3126711885@uscc.net,SO-4141E,SO-04141
24287,2011-11-27,,3129961515@uscc.net,SO-4141E,SO-04141
24288,2011-11-27,,3122172882@uscc.net,SO-4141E,SO-04141
24293,2011-11-27,,3129961618@uscc.net,SO-4141E,SO-04141
24294,2011-11-28,,9172664541@tsp18.sprintpcs.com,SO-4143,SO-04143
24300,2011-11-28,,9172664987@tsp17.sprintpcs.com,SO-4145,SO-04145
24310,2011-11-29,,3124374115@uscc.net,SO-4152,SO-04152
24311,2011-11-29,,3124376446@uscc.net,SO-4153,SO-04153
24312,2011-11-29,,9173045865@tsp17.sprintpcs.com,SO-4154A,SO-04154
24314,2011-11-29,,3128540583@uscc.net,SO-4155A,SO-04155
24315,2011-11-29,,3123886125@uscc.net,SO-4155A,SO-04155
24316,2011-11-29,,3123884227@uscc.net,SO-4155A,SO-04155
24317,2011-11-29,,3123886013@uscc.net,SO-4155A,SO-04155
24320,2011-11-29,,3123882811@uscc.net,SO-4155A,SO-04155
24321,2011-11-29,,3123882378@uscc.net,SO-4155A,SO-04155
24322,2011-11-29,,3123886224@uscc.net,SO-4155A,SO-04155
24324,2011-11-30,,9172726765@tsp18.sprintpcs.com,SO-4160,SO-04160
24325,2011-11-30,,9172611374@tsp18.sprintpcs.com,SO-4160,SO-04160
24326,2011-11-30,,9172611379@tsp18.sprintpcs.com,SO-4160,SO-04160
24327,2011-11-30,,9172430599@tsp17.sprintpcs.com,SO-4160,SO-04160
24330,2011-11-30,,9172611363@tsp18.sprintpcs.com,SO-4163,SO-04163
24331,2011-11-30,,9172430595@tsp18.sprintpcs.com,SO-4163,SO-04163
24332,2011-11-30,,9174827669@tsp17.sprintpcs.com,SO-4162,SO-04162
24337,2011-12-01,,3129961563@uscc.net,SO-4161,SO-04161
24338,2011-12-01,,3124378326@uscc.net,SO-4161,SO-04161
24339,2011-12-01,,3122179343@uscc.net,SO-4161,SO-04161
24346,2011-12-01,,9174059062@tsp18.sprintpcs.com,SO-4177A,SO-04177
24347,2011-12-01,,9172611372@tsp17.sprintpcs.com,SO-4173A,SO-04173
24351,2011-12-01,,9172438687@tsp17.sprintpcs.com,SO-4179,SO-04179
24355,2011-12-04,,3129962962@uscc.net,SO-4182A,SO-04182
24356,2011-12-04,,3129963241@uscc.net,SO-4182A,SO-04182
24359,2011-12-04,,9175014718@tsp18.sprintpcs.com,SO-4184D,SO-04184
24360,2011-12-04,,9175014603@tsp17.sprintpcs.com,SO-4184D,SO-04184
24361,2011-12-04,,9175014564@tsp17.sprintpcs.com,SO-4184D,SO-04184
24364,2011-12-04,,9175014783@tsp18.sprintpcs.com,SO-4184D,SO-04184
24367,2011-12-04,,9172664061@tsp18.sprintpcs.com,SO-4183C,SO-04183
24368,2011-12-04,,9172664067@tsp18.sprintpcs.com,SO-4183C,SO-04183
24369,2011-12-04,,9172664049@tsp18.sprintpcs.com,SO-4183C,SO-04183
24374,2011-12-04,,9172664063@tsp17.sprintpcs.com,SO-4183C,SO-04183
24376,2011-12-04,,9172664053@tsp18.sprintpcs.com,SO-4183C,SO-04183
24378,2011-12-04,,3129963078@uscc.net,SO-4186,SO-04186
24379,2011-12-04,,3124378641@uscc.net,SO-4186,SO-04186
24381,2011-12-04,,9172727463@tsp18.sprintpcs.com,SO-4185H,SO-04185
24382,2011-12-04,,9174503772@tsp18.sprintpcs.com,SO-4185H,SO-04185
24386,2011-12-04,,9174492467@tsp18.sprintpcs.com,SO-4185H,SO-04185
24395,2011-12-04,,9174503113@tsp17.sprintpcs.com,SO-4185H,SO-04185
24399,2011-12-04,,9174503132@tsp18.sprintpcs.com,SO-4185H,SO-04185
24400,2011-12-04,,9172663612@tsp17.sprintpcs.com,SO-4185H,SO-04185
24404,2011-12-04,,9172793153@tsp18.sprintpcs.com,SO-4185H,SO-04185
24405,2011-12-04,,9174078428@tsp18.sprintpcs.com,SO-4185H,SO-04185
24406,2011-12-04,,9172663439@tsp17.sprintpcs.com,SO-4185H,SO-04185
24410,2011-12-05,,3126710545@uscc.net,SO-4188,SO-04188
24411,2011-12-05,,9173340676@tsp17.sprintpcs.com,SO-4189,SO-04189
24414,2011-12-05,,9174079157@tsp17.sprintpcs.com,SO-8617A,SO-8617
24426,2011-12-06,,3129964390@uscc.net,SO-4197,SO-04197
24428,2011-12-06,,9175019762@tsp18.sprintpcs.com,SO-4199C,SO-04199
24429,2011-12-06,,9174507364@tsp18.sprintpcs.com,SO-4199C,SO-04199
24433,2011-12-06,,9175019161@tsp18.sprintpcs.com,SO-4199C,SO-04199
24436,2011-12-07,,9175014983@tsp17.sprintpcs.com,SO-4203,SO-04203
24438,2011-12-07,,9175014914@tsp18.sprintpcs.com,SO-4205,SO-04205
24447,2011-12-11,,9175014946@tsp17.sprintpcs.com,SO-4209,SO-04209
24448,2011-12-11,,9175014812@tsp17.sprintpcs.com,SO-4209,SO-04209
24449,2011-12-11,,9175015124@tsp18.sprintpcs.com,SO-4209,SO-04209
24450,2011-12-11,,9172664207@tsp18.sprintpcs.com,SO-4208,SO-04208
24451,2011-12-11,,9172664205@tsp17.sprintpcs.com,SO-4208,SO-04208
24452,2011-12-11,,9172664197@tsp17.sprintpcs.com,SO-4208,SO-04208
24453,2011-12-11,,9172664199@tsp18.sprintpcs.com,SO-4208,SO-04208
24454,2011-12-11,,9172664195@tsp18.sprintpcs.com,SO-4208,SO-04208
24455,2011-12-11,,9172664201@tsp17.sprintpcs.com,SO-4208,SO-04208
24456,2011-12-11,,9172664203@tsp18.sprintpcs.com,SO-4208,SO-04208
24457,2011-12-11,,9172664191@tsp18.sprintpcs.com,SO-4208,SO-04208
24458,2011-12-11,,9172664189@tsp17.sprintpcs.com,SO-4208,SO-04208
24459,2011-12-11,,9172664193@tsp17.sprintpcs.com,SO-4208,SO-04208
24460,2011-12-11,,9172631032@tsp18.sprintpcs.com,SO-4208,SO-04208
24461,2011-12-11,,9172430584@tsp17.sprintpcs.com,SO-4208,SO-04208
24471,2011-12-11,,9175313034@tsp18.sprintpcs.com,SO-4213N,SO-04213
24477,2011-12-11,,9175313083@tsp18.sprintpcs.com,SO-4213N,SO-04213
24484,2011-12-11,,9175313284@tsp18.sprintpcs.com,SO-4213N,SO-04213
24491,2011-12-11,,9175313046@tsp18.sprintpcs.com,SO-4213N,SO-04213
24494,2011-12-11,,9175313205@tsp18.sprintpcs.com,SO-4213N,SO-04213
24516,2011-12-13,,9172663483@tsp17.sprintpcs.com,SO-4219A,SO-04219
24517,2011-12-13,,9175015160@tsp18.sprintpcs.com,SO-4224,SO-04224
24519,2011-12-13,,9172756020@tsp18.sprintpcs.com,SO-4225B,SO-04225
24522,2011-12-13,,9172611362@tsp18.sprintpcs.com,SO-4222,SO-04222
24523,2011-12-13,,9172726894@tsp18.sprintpcs.com,SO-4222,SO-04222
24524,2011-12-13,,9172726963@tsp18.sprintpcs.com,SO-4222,SO-04222
24526,2011-12-13,,3125463192@uscc.net,SO-4228,SO-04228
24527,2011-12-13,,3123884014@uscc.net,SO-4229,SO-04229
24561,2011-12-14,,9172664011@tsp18.sprintpcs.com,SO-4235B,SO-04235
24562,2011-12-14,,9172664009@tsp17.sprintpcs.com,SO-4235B,SO-04235
24563,2011-12-14,,9172664024@tsp18.sprintpcs.com,SO-4235B,SO-04235
24565,2011-12-14,,9172664021@tsp17.sprintpcs.com,SO-4235B,SO-04235
24567,2011-12-14,,9172664015@tsp18.sprintpcs.com,SO-4235B,SO-04235
24569,2011-12-14,,9175014172@tsp18.sprintpcs.com,SO-4239A,SO-04239
24570,2011-12-14,,9172663737@tsp18.sprintpcs.com,SO-4237,SO-04237
24573,2011-12-14,,9173329783@tsp17.sprintpcs.com,SO-4237,SO-04237
24575,2011-12-15,,9172631051@tsp17.sprintpcs.com,SO-4244B,SO-04244
24577,2011-12-15,,9172631028@tsp17.sprintpcs.com,SO-4244B,SO-04244
24580,2011-12-15,,9175010435@tsp18.sprintpcs.com,SO-4243,SO-04243
24581,2011-12-15,,9174828969@tsp17.sprintpcs.com,SO-4243,SO-04243
24582,2011-12-15,,9174492435@tsp18.sprintpcs.com,SO-4243,SO-04243
24583,2011-12-15,,9172756776@tsp17.sprintpcs.com,SO-4243,SO-04243
24584,2011-12-15,,9175234731@tsp17.sprintpcs.com,SO-4243,SO-04243
24585,2011-12-15,,9174060186@tsp18.sprintpcs.com,SO-4246,SO-04246
24586,2011-12-15,,9174056039@tsp17.sprintpcs.com,SO-4246,SO-04246
24587,2011-12-18,,9172665101@tsp17.sprintpcs.com,SO-4248,SO-04248
24589,2011-12-18,,3129961771@uscc.net,SO-4249C,SO-04249
24591,2011-12-18,,3126711356@uscc.net,SO-4249C,SO-04249
24592,2011-12-18,,3129961635@uscc.net,SO-4249C,SO-04249
24593,2011-12-18,,3126711976@uscc.net,SO-4249C,SO-04249
24597,2011-12-18,,3122177218@uscc.net,SO-4249C,SO-04249
24598,2011-12-18,,3129961797@uscc.net,SO-4249C,SO-04249
24599,2011-12-18,,3126711901@uscc.net,SO-4249C,SO-04249
24602,2011-12-18,,3129962902@uscc.net,SO-4249C,SO-04249
24603,2011-12-18,,3129961501@uscc.net,SO-4249C,SO-04249
24605,2011-12-18,,3129962947@uscc.net,SO-4249C,SO-04249
24608,2011-12-18,,3124376714@uscc.net,SO-4249C,SO-04249
24609,2011-12-18,,3124377688@uscc.net,SO-4249C,SO-04249
24611,2011-12-18,,3124373628@uscc.net,SO-4249C,SO-04249
24612,2011-12-18,,3124373656@uscc.net,SO-4249C,SO-04249
24623,2011-12-19,,9175317326@tsp18.sprintpcs.com,SO-4256P,SO-04256
24624,2011-12-19,,9175315974@tsp17.sprintpcs.com,SO-4256P,SO-04256
24625,2011-12-19,,9175317291@tsp17.sprintpcs.com,SO-4256P,SO-04256
24629,2011-12-19,,9175316232@tsp17.sprintpcs.com,SO-4256P,SO-04256
24634,2011-12-19,,9173421265@tsp18.sprintpcs.com,SO-4256P,SO-04256
24635,2011-12-19,,9172756839@tsp18.sprintpcs.com,SO-4256P,SO-04256
24637,2011-12-19,,9175317459@tsp18.sprintpcs.com,SO-4256P,SO-04256
24638,2011-12-19,,9175317089@tsp18.sprintpcs.com,SO-4256P,SO-04256
24648,2011-12-19,,9175317260@tsp17.sprintpcs.com,SO-4256P,SO-04256
24649,2011-12-19,,9175317159@tsp18.sprintpcs.com,SO-4256P,SO-04256
24652,2011-12-19,,9175316356@tsp17.sprintpcs.com,SO-4256P,SO-04256
24653,2011-12-19,,9175317020@tsp17.sprintpcs.com,SO-4256P,SO-04256
24657,2011-12-19,,9175318046@tsp17.sprintpcs.com,SO-4256P,SO-04256
24658,2011-12-19,,9175315502@tsp18.sprintpcs.com,SO-4256P,SO-04256
24659,2011-12-19,,9175316581@tsp18.sprintpcs.com,SO-4256P,SO-04256
24661,2011-12-19,,9175317219@tsp18.sprintpcs.com,SO-4256P,SO-04256
24662,2011-12-19,,9175317421@tsp17.sprintpcs.com,SO-4256P,SO-04256
24671,2011-12-19,,9175317805@tsp17.sprintpcs.com,SO-4256P,SO-04256
24678,2011-12-19,,9175317972@tsp18.sprintpcs.com,SO-4256P,SO-04256
24679,2011-12-19,,9175317693@tsp18.sprintpcs.com,SO-4256P,SO-04256
24680,2011-12-19,,9175317715@tsp18.sprintpcs.com,SO-4256P,SO-04256
24686,2011-12-19,,9175316014@tsp18.sprintpcs.com,SO-4256P,SO-04256
24688,2011-12-19,,9175315969@tsp17.sprintpcs.com,SO-4256P,SO-04256
24691,2011-12-19,,9175316061@tsp17.sprintpcs.com,SO-4256P,SO-04256
24694,2011-12-19,,9175315945@tsp18.sprintpcs.com,SO-4256P,SO-04256
24699,2011-12-19,,9175316133@tsp17.sprintpcs.com,SO-4256P,SO-04256
24707,2011-12-19,,9175317635@tsp17.sprintpcs.com,SO-4256P,SO-04256
24713,2011-12-19,,9175317564@tsp17.sprintpcs.com,SO-4256P,SO-04256
24715,2011-12-19,,9175317898@tsp18.sprintpcs.com,SO-4256P,SO-04256
24719,2011-12-19,,9175316287@tsp17.sprintpcs.com,SO-4256P,SO-04256
24722,2011-12-19,,9175317343@tsp18.sprintpcs.com,SO-4256P,SO-04256
24724,2011-12-19,,9175317581@tsp18.sprintpcs.com,SO-4256P,SO-04256
24731,2011-12-19,,9175317724@tsp18.sprintpcs.com,SO-4257,SO-04257
24732,2011-12-19,,9173221377@tsp18.sprintpcs.com,SO-4257,SO-04257
24733,2011-12-19,,9172721801@tsp17.sprintpcs.com,SO-4257,SO-04257
24734,2011-12-19,,9173128683@tsp18.sprintpcs.com,SO-4257,SO-04257
24735,2011-12-19,,9175314092@tsp17.sprintpcs.com,SO-4257,SO-04257
24736,2011-12-19,,9175016590@tsp17.sprintpcs.com,SO-4257,SO-04257
24737,2011-12-19,,9172756841@tsp18.sprintpcs.com,SO-4257,SO-04257
24738,2011-12-19,,9174822845@tsp18.sprintpcs.com,SO-4257,SO-04257
24739,2011-12-19,,9175233453@tsp18.sprintpcs.com,SO-4257,SO-04257
24740,2011-12-19,,9175314215@tsp18.sprintpcs.com,SO-4257,SO-04257
24741,2011-12-20,,9172438976@tsp18.sprintpcs.com,SO-4260,SO-04260
24744,2011-12-20,,3124378671@uscc.net,SO-4261,SO-04261
24746,2011-12-20,,9173421485@tsp17.sprintpcs.com,SO-4263,SO-04263
24754,2011-12-21,,9175014704@tsp17.sprintpcs.com,SO-4266A,SO-04266
24774,2011-12-27,,9175320614@tsp17.sprintpcs.com,SO-4271,SO-04271
24775,2011-12-27,,9172724484@tsp18.sprintpcs.com,SO-4271,SO-04271
24776,2011-12-27,,9175237361@tsp17.sprintpcs.com,SO-4271,SO-04271
24779,2011-12-28,,9175014618@tsp17.sprintpcs.com,SO-4275,SO-04275
24780,2011-12-28,,9175011724@tsp17.sprintpcs.com,SO-4275,SO-04275
24792,2012-01-02,,3129964262@uscc.net,SO-4288,SO-04288
24793,2012-01-02,,3129964435@uscc.net,SO-4285,SO-04285
24794,2012-01-02,,3124378204@uscc.net,SO-4285,SO-04285
24795,2012-01-02,,3124377716@uscc.net,SO-4285,SO-04285
24796,2012-01-02,,3124376752@uscc.net,SO-4285,SO-04285
24797,2012-01-02,,3124376643@uscc.net,SO-4285,SO-04285
24798,2012-01-02,,9175320015@tsp18.sprintpcs.com,SO-4289A,SO-04289
24799,2012-01-02,,9175319906@tsp17.sprintpcs.com,SO-4289A,SO-04289
24800,2012-01-02,,9175320110@tsp17.sprintpcs.com,SO-4289A,SO-04289
24801,2012-01-02,,9175320218@tsp18.sprintpcs.com,SO-4289A,SO-04289
24802,2012-01-02,,9175319819@tsp17.sprintpcs.com,SO-4289A,SO-04289
24803,2012-01-02,,9175320247@tsp17.sprintpcs.com,SO-4289A,SO-04289
24804,2012-01-02,,9175320153@tsp18.sprintpcs.com,SO-4289A,SO-04289
24805,2012-01-02,,9175320283@tsp18.sprintpcs.com,SO-4289A,SO-04289
24806,2012-01-02,,9175320206@tsp17.sprintpcs.com,SO-4289A,SO-04289
24807,2012-01-02,,9175319845@tsp18.sprintpcs.com,SO-4289A,SO-04289
24808,2012-01-02,,9175322543@tsp18.sprintpcs.com,SO-4289A,SO-04289
24809,2012-01-02,,9175322531@tsp17.sprintpcs.com,SO-4289A,SO-04289
24811,2012-01-02,,9175321915@tsp17.sprintpcs.com,SO-4289A,SO-04289
24812,2012-01-02,,9175321796@tsp18.sprintpcs.com,SO-4289A,SO-04289
24813,2012-01-02,,5665292062@tsp17.sprintpcs.com,SO-4289A,SO-04289
24814,2012-01-02,,9175322308@tsp18.sprintpcs.com,SO-4289A,SO-04289
24815,2012-01-02,,9175322436@tsp18.sprintpcs.com,SO-4289A,SO-04289
24816,2012-01-02,,9175321994@tsp18.sprintpcs.com,SO-4289A,SO-04289
24817,2012-01-02,,9175321767@tsp17.sprintpcs.com,SO-4289A,SO-04289
24823,2012-01-02,,9172430588@tsp17.sprintpcs.com,SO-4286,SO-04286
24824,2012-01-02,,9172631315@tsp17.sprintpcs.com,SO-4286,SO-04286
24825,2012-01-02,,3129961594@uscc.net,SO-4287,SO-04287
24826,2012-01-02,,3126711896@uscc.net,SO-4287,SO-04287
24827,2012-01-02,,9173514085@tsp18.sprintpcs.com,SO-4290,SO-04290
24828,2012-01-02,,9175320832@tsp18.sprintpcs.com,SO-4290,SO-04290
24832,2012-01-03,,3129961879@uscc.net,SO-4292,SO-04292
24844,2012-01-04,,9172631296@tsp17.sprintpcs.com,SO-4302,SO-04302
24846,2012-01-05,,3124371569@uscc.net,SO-4308,SO-04308
24852,2012-01-05,,9175419525@tsp18.sprintpcs.com,SO-4305B,SO-04305
24853,2012-01-05,,9175419483@tsp18.sprintpcs.com,SO-4305B,SO-04305
24855,2012-01-05,,9175419424@tsp17.sprintpcs.com,SO-4305B,SO-04305
24856,2012-01-05,,9175419439@tsp18.sprintpcs.com,SO-4305B,SO-04305
24857,2012-01-05,,9175419477@tsp17.sprintpcs.com,SO-4305B,SO-04305
24858,2012-01-05,,9175419678@tsp17.sprintpcs.com,SO-4305B,SO-04305
24860,2012-01-05,,9175470074@tsp18.sprintpcs.com,SO-4305B,SO-04305
24861,2012-01-05,,9175419869@tsp18.sprintpcs.com,SO-4305B,SO-04305
24862,2012-01-05,,9175419709@tsp18.sprintpcs.com,SO-4305B,SO-04305
24863,2012-01-05,,9175470030@tsp17.sprintpcs.com,SO-4305B,SO-04305
24864,2012-01-05,,9175470065@tsp17.sprintpcs.com,SO-4305B,SO-04305
24866,2012-01-05,,9175419720@tsp17.sprintpcs.com,SO-4305B,SO-04305
24867,2012-01-05,,9175470017@tsp17.sprintpcs.com,SO-4305B,SO-04305
24868,2012-01-05,,9175470022@tsp18.sprintpcs.com,SO-4305B,SO-04305
24877,2012-01-05,,9175321365@tsp18.sprintpcs.com,SO-4312,SO-04312
24878,2012-01-05,,9175321194@tsp18.sprintpcs.com,SO-4313,SO-04313
24879,2012-01-05,,9175321438@tsp17.sprintpcs.com,SO-4313,SO-04313
24880,2012-01-05,,9175320929@tsp18.sprintpcs.com,SO-4313,SO-04313
24881,2012-01-05,,9175320919@tsp17.sprintpcs.com,SO-4313,SO-04313
24882,2012-01-05,,9175320759@tsp17.sprintpcs.com,SO-4313,SO-04313
24884,2012-01-05,,9172631301@tsp17.sprintpcs.com,SO-4314B,SO-04314
24885,2012-01-05,,9172430586@tsp18.sprintpcs.com,SO-4314B,SO-04314
24886,2012-01-05,,9172430613@tsp17.sprintpcs.com,SO-4314B,SO-04314
24887,2012-01-05,,9172631036@tsp17.sprintpcs.com,SO-4314B,SO-04314
24888,2012-01-05,,9172430687@tsp18.sprintpcs.com,SO-4314B,SO-04314
24889,2012-01-05,,9172430612@tsp18.sprintpcs.com,SO-4314B,SO-04314
24890,2012-01-05,,9172430593@tsp18.sprintpcs.com,SO-4314B,SO-04314
24891,2012-01-05,,9172631058@tsp17.sprintpcs.com,SO-4314B,SO-04314
24892,2012-01-05,,9172438978@tsp17.sprintpcs.com,SO-4314B,SO-04314
24893,2012-01-05,,9172726761@tsp18.sprintpcs.com,SO-4314B,SO-04314
24894,2012-01-05,,9172726745@tsp18.sprintpcs.com,SO-4314B,SO-04314
24895,2012-01-05,,9172726771@tsp17.sprintpcs.com,SO-4314B,SO-04314
24896,2012-01-05,,9172726769@tsp18.sprintpcs.com,SO-4314B,SO-04314
24897,2012-01-05,,9172726776@tsp17.sprintpcs.com,SO-4314B,SO-04314
24898,2012-01-05,,9172631188@tsp18.sprintpcs.com,SO-4314B,SO-04314
24899,2012-01-05,,9172726743@tsp17.sprintpcs.com,SO-4314B,SO-04314
24901,2012-01-05,,9172726767@tsp17.sprintpcs.com,SO-4314B,SO-04314
24902,2012-01-05,,9172726780@tsp17.sprintpcs.com,SO-4314B,SO-04314
24903,2012-01-05,,9172726647@tsp17.sprintpcs.com,SO-4314B,SO-04314
24904,2012-01-05,,9172438993@tsp18.sprintpcs.com,SO-4314B,SO-04314
24905,2012-01-05,,9172630646@tsp18.sprintpcs.com,SO-4314B,SO-04314
24906,2012-01-05,,9172630403@tsp17.sprintpcs.com,SO-4314B,SO-04314
24907,2012-01-05,,9172630986@tsp18.sprintpcs.com,SO-4314B,SO-04314
24908,2012-01-05,,9172430607@tsp18.sprintpcs.com,SO-4314B,SO-04314
24910,2012-01-05,,9172438984@tsp17.sprintpcs.com,SO-4314B,SO-04314
24915,2012-01-08,,3129961734@uscc.net,SO-4318B,SO-04318
24921,2012-01-08,,9175318094@tsp18.sprintpcs.com,SO-4319D,SO-04319
24924,2012-01-08,,9172728878@tsp17.sprintpcs.com,SO-4322,SO-04322
24927,2012-01-09,,3129963218@uscc.net,SO-4324B,SO-04324
24928,2012-01-09,,9175319499@tsp17.sprintpcs.com,SO-4326,SO-04326
24929,2012-01-09,,9175319545@tsp18.sprintpcs.com,SO-4326,SO-04326
24930,2012-01-09,,9175319605@tsp17.sprintpcs.com,SO-4326,SO-04326
24931,2012-01-09,,9175319689@tsp17.sprintpcs.com,SO-4326,SO-04326
24932,2012-01-09,,9175319700@tsp18.sprintpcs.com,SO-4326,SO-04326
25677,2012-01-10,,9175470975@tsp18.sprintpcs.com,SO-4327Y,SO-04327
25678,2012-01-10,,9175478143@tsp17.sprintpcs.com,SO-4327Y,SO-04327
25686,2012-01-10,,9172663712@tsp17.sprintpcs.com,SO-4327Y,SO-04327
25687,2012-01-10,,9172663789@tsp17.sprintpcs.com,SO-4327Y,SO-04327
25689,2012-01-10,,9172663801@tsp17.sprintpcs.com,SO-4327Y,SO-04327
